source_id,title,author,publisher,publication_year,tradition,sect,subsect,language,script,source_url,download_url,repository,source_format,license,license_evidence_url,copyright_basis,training_permission,redistribution_permission,commercial_permission,license_confidence,source_status,acquisition_status,ocr_required,translation_status,commentary_status,language_family,language_variant,language_confidence,classification_basis,transliteration_system,sect_confidence,sect_basis,relation_type,parent_source_id,religious_scope,religious_scope_confidence,religious_scope_basis,knowledge_layer,teacher_or_author,lineage,provenance,notes,text_name,text_category,author_death_year,uploader_asserted,ia_rights_statement,verification_required,curation_status,acquisition_repository,acquisition_identifier,approx_token_count,human_verified,source_quality,provenance_quality,duplicate_risk,sectarian_confidence,recommended_use
SVK-1010,"Jain Shvetambar Conference Herald, Varsh 13 (1917)",unknown,unknown,1917,SVETAMBARA,UNKNOWN,unknown,gu;hi;en,Mixed,https://archive.org/details/in.ernet.dli.2015.543343,https://archive.org/download/in.ernet.dli.2015.543343/,Internet Archive,DjVuTXT;PDF,none declared,https://archive.org/details/in.ernet.dli.2015.543343,"DLI item with no licence, no rights field and no possible-copyright-status field. Pre-1930 date is the only basis.",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,MIXED,none,,,,,,,,,,HIGH_STHANAKAVASI_RELEVANCE,MEDIUM,Periodical of the Svetambar Conference milieu,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.543343"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.543343"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.543343""}","A Svetambar Conference periodical, institutionally close to the Sthanakavasi lineage and therefore sectarily interesting. Held as a DLI/JaiGyan item with NO licence, rights or copyright-status field. The 1917 publication date means the licence gate admits it (R70, medium confidence, verification required), but provenance_quality is LOW because no rights metadata exists at all, so it is held out of v0.1 by min_provenance_quality_for_release. Recorded explicitly so that its absence is read as 'unattributable', not as 'rejected' - and because it is the most sect-relevant 1917 item found. :: A Svetambar Conference periodical - sectarily the most interesting 1917 item found, and precisely the class of material the project cannot yet use.",Conference herald,PERIODICAL,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.543343,UNMEASURED,no,LOW,LOW,UNKNOWN,UNKNOWN,TRAIN
SVK-2001,Ardha Magadhi Kosh and Maharashtri Deshya Prakrit Kosh (1938),Muni Ratnachandraji,"Shri Shvetambar Sthanak Vasi Jain Conference, Agra",1938,JAIN,STHANAKAVASI,unknown,Prakrit;Hindi,Devanagari,https://archive.org/details/pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a,https://archive.org/download/pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a/,Internet Archive,DjVuTXT;PDF,"CC0-1.0 (uploader-asserted, not legally verified)",https://archive.org/details/pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a,CC0-1.0 asserted by the uploader. 1938 publication; compiler death year undocumented; the Indian life+60 term cannot be confirmed expired on documented facts.,WITH_CONDITIONS (R30_CC0_ASSERTED_PRE_1966),YES,YES,low,CANDIDATE,PENDING,true,present (Hindi glosses),none,Middle Indo-Aryan,Ardhamagadhi (headwords); Maharashtri (desya section),medium,bibliographic_record,IAST,medium,publisher_imprint,edition_of,SVK-0007,CORE_STHANAKAVASI,MEDIUM,Publisher imprint: Shri Shvetambar Sthanak Vasi Jain Conference,LEXICON,Muni Ratnachandra,Shri Shvetambar Sthanakvasi Jain Conference,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a"", ""license_evidence_url"": ""https://archive.org/details/pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a""}",Flagship Round-2 item: Sthanakvasi Conference imprint + Prakrit lexicon incl. Maharashtri Desya coverage. CC0 assertion is uploader metadata only; the gate must land WITH_CONDITIONS and the release floor will hold it out until the death year is documented. :: Flagship Round-2 item (Sthanakvasi Conference Prakrit lexicon with Maharashtri Desya section). Gate lands WITH_CONDITIONS; release floor holds it out of both products until the death year is documented. Top Round-3 permission/research target.,Ardha-Magadhi Kosa with Maharashtri Desya Prakrit Kosa,DICTIONARY_PRAKRIT,unknown,true,false,true,CURATED,internet_archive,pqpj_ardha-magadhi-kosh-and-maharashti-deshya-prakrit-kosh-ed-by-ratna-chandra-1938-a,UNMEASURED,no,HIGH,MEDIUM,HIGH,HIGH,RAG_PENDING_RIGHTS
SVK-2002,An Illustrated Ardha Magadhi Dictionary Gujarati (1932),A. C. Woolner (ed.),SS Jain Conference (original publisher); DLI scan,1932,JAIN,STHANAKAVASI,unknown,Prakrit;Gujarati,Gujarati,https://archive.org/details/in.ernet.dli.2015.399871,https://archive.org/download/in.ernet.dli.2015.399871/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner,"Editor Alfred C. Woolner died 1936-01-07 (Wikipedia; Wikidata Q4647084). 1936+60=1996 < 2026, so the copyright term has expired. The DLI scan itself carries no rights fields; the basis is the expired term, not platform metadata.",TRAINING_ALLOWED (R25_LIFE_PLUS_60_EXPIRED),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Middle Indo-Aryan,Ardhamagadhi (headwords),medium,bibliographic_record,IAST,medium,publisher_imprint,edition_of,SVK-2004,CORE_STHANAKAVASI,MEDIUM,Publisher imprint (SS Jain Conference) on Woolner-edited Gujarati-script edition,LEXICON,A. C. Woolner (ed.),S S Jain Conference (Sthanakvasi),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.399871"", ""license_evidence_url"": ""https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.399871""}",FIRST Gujarati-script Prakrit dictionary in the corpus. Woolner death year verified across Wikipedia and Wikidata; unlocks R25. Directly attacks the Gujarati-script=0 release gap. :: First Gujarati-script Prakrit dictionary admitted on a verified death year. Gujarati OCR quality unknown; measure before trusting.,"Ardha-Magadhi Dictionary, Gujarati-script edition",DICTIONARY_PRAKRIT,1936,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.399871,UNMEASURED,no,MEDIUM,MEDIUM,HIGH,HIGH,TRAIN
SVK-2003,An Illustrated Ardha Magadhi Dictionary Philosophic & Scientific (1930),A. C. Woolner (ed.),SS Jain Conference (original publisher); DLI scan,1930,JAIN,STHANAKAVASI,unknown,Prakrit;Gujarati,Gujarati,https://archive.org/details/in.ernet.dli.2015.399872,https://archive.org/download/in.ernet.dli.2015.399872/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner,Editor died 1936-01-07; 1930 publication; R25_LIFE_PLUS_60_EXPIRED. DLI scan carries no rights fields.,TRAINING_ALLOWED (R25_LIFE_PLUS_60_EXPIRED),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Middle Indo-Aryan,Ardhamagadhi (headwords),medium,bibliographic_record,IAST,medium,publisher_imprint,edition_of,SVK-2004,CORE_STHANAKAVASI,MEDIUM,Publisher imprint (SS Jain Conference) on Woolner-edited edition,LEXICON,A. C. Woolner (ed.),S S Jain Conference (Sthanakvasi),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.399872"", ""license_evidence_url"": ""https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.399872""}",1930 Woolner edition with philosophic/scientific terminology; same verified rights basis as SVK-2002. :: Same verified rights basis as SVK-2002; philosophic and scientific terminology volume.,"Ardha-Magadhi Dictionary, philosophic and scientific terminology",DICTIONARY_PRAKRIT,1936,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.399872,UNMEASURED,no,MEDIUM,MEDIUM,HIGH,HIGH,TRAIN
SVK-2004,Ardha Magadhi Quadrilingual Dictionary Vol-2 (1927),A. C. Woolner (ed.),SS Jain Conference (original publisher); DLI scan,1927,JAIN,STHANAKAVASI,unknown,Prakrit;Sanskrit;Gujarati;Hindi,Devanagari;Gujarati,https://archive.org/details/in.ernet.dli.2015.399104,https://archive.org/download/in.ernet.dli.2015.399104/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner,Editor died 1936-01-07; 1927 publication; R25 and pre-1930 R70 both apply.,TRAINING_ALLOWED (R25_LIFE_PLUS_60_EXPIRED),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Middle Indo-Aryan,Ardhamagadhi (headwords),medium,bibliographic_record,IAST,medium,publisher_imprint,edition_of,SVK-0007,CORE_STHANAKAVASI,MEDIUM,Publisher imprint (SS Jain Conference) on quadrilingual edition,LEXICON,A. C. Woolner (ed.),S S Jain Conference (Sthanakvasi),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.399104"", ""license_evidence_url"": ""https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.399104""}","Quadrilingual Prakrit-Sanskrit-Gujarati-Hindi edition. Possible duplicate of SVK-0007's Vol 2 scan; cross-edition dedup decides, edition metadata preserved. :: Quadrilingual edition. Possible overlap with SVK-0007 Vol 2 (1927): relation recorded, cross-edition dedup decides at unit level.",Ardha-Magadhi Quadrilingual Dictionary (pra/sa/gu/hi),DICTIONARY_PRAKRIT,1936,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.399104,UNMEASURED,no,MEDIUM,MEDIUM,HIGH (possible same 1927 work as SVK-0007),HIGH,TRAIN
SVK-2005,"An Illustrated Ardha-magadhi Dictionary Vol-5 (1923, DLI scan)",Muni Ratnachandra Ji Maharaj,SS Jain Conference (original publisher); DLI scan,1923,JAIN,STHANAKAVASI,unknown,Prakrit;Hindi;Sanskrit,Devanagari;Latin,https://archive.org/details/in.ernet.dli.2015.342545,https://archive.org/download/in.ernet.dli.2015.342545/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/in.ernet.dli.2015.342545,"1923 publication, pre-1930 (R70). Compiler death year undocumented, so R25 is unavailable and license_confidence stays medium with verification required.",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Middle Indo-Aryan,Ardhamagadhi (headwords),medium,bibliographic_record,IAST,medium,publisher_imprint,edition_of,SVK-0007,CORE_STHANAKAVASI,MEDIUM,Publisher imprint (SS Jain Conference) per bibliographic record; DLI scan,LEXICON,Muni Ratnachandra Ji Maharaj,S S Jain Conference (Sthanakvasi),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.342545"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.342545"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.342545""}",Independent 1923 DLI scan of the dictionary volume SVK-0007 already carries; near-duplicate test across digitisations of the SAME edition. :: Independent 1923 DLI scan of dictionary vol 5; near-duplicate test against SVK-0007's scan of the same edition.,Ardha-Magadhi Dictionary vol 5,DICTIONARY_PRAKRIT,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.342545,UNMEASURED,no,MEDIUM,MEDIUM,HIGH (same work as SVK-0007 vol 5),MEDIUM,TRAIN
SVK-2006,Paia-sadda-mahannavo: a comprehensive Prakrit-Hindi dictionary (1923),Hargovind Das T. Sheth (1888-1940),Calcutta (author-era publication); University of Toronto scan,1923,JAIN,UNKNOWN,unknown,Prakrit;Hindi;Sanskrit,Devanagari,https://archive.org/details/paiasaddamahaavo0000seth,https://archive.org/download/paiasaddamahaavo0000seth/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/paiasaddamahaavo0000seth,"Compiler dates 1888-1940 recorded in the IA bibliographic creator field; 1940+60=2000 < 2026 (R25). The Toronto scan carries no licence fields; the basis is the expired term, not platform metadata.",TRAINING_ALLOWED (R25_LIFE_PLUS_60_EXPIRED),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Middle Indo-Aryan,unknown,medium,bibliographic_record,IAST,unknown,insufficient_evidence,,,CONTEXTUAL_JAIN,MEDIUM,Canonical Prakrit lexicon of Svetambara-wide scholarship; sect attribution unknown per manifest,LEXICON,Hargovind Das T. Sheth,Svetambara scholarship (sect unknown),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""paiasaddamahaavo0000seth"", ""license_evidence_url"": ""https://archive.org/details/paiasaddamahaavo0000seth"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/paiasaddamahaavo0000seth""}","The canonical Prakrit lexicon (4 vols in 1, 1408 scans, University of Toronto). Sect attribution unknown - Svetambara-wide scholarship. IA OCR metadata reports detected language 'ne' (Nepali) at 1.0 confidence: retained as a live calibration example of untrustworthy OCR language detection. :: The canonical Prakrit lexicon, 4 vols in 1, 1408 scans. IA OCR metadata reports detected language 'ne' (Nepali) at confidence 1.0 for a Prakrit-Hindi dictionary: retained as a live example of why OCR language detection is never trusted.",Paia-sadda-mahannavo,DICTIONARY_PRAKRIT,1940,false,false,true,CURATED,internet_archive,paiasaddamahaavo0000seth,UNMEASURED,no,HIGH,MEDIUM,LOW,UNKNOWN,TRAIN
SVK-2007,"Paia-Sadda-Mahannavo, Motilal Banarsidass edition (1928)",Hargovind Das T. Sheth (1888-1940),Motilal Banarsidass,1928,JAIN,UNKNOWN,unknown,Prakrit;Hindi,Devanagari,https://archive.org/details/in.ernet.dli.2015.348701,https://archive.org/download/in.ernet.dli.2015.348701/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/in.ernet.dli.2015.348701,Compiler died 1940; 1928 publication; R25. DLI scan carries no rights fields.,TRAINING_ALLOWED (R25_LIFE_PLUS_60_EXPIRED),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Middle Indo-Aryan,unknown,medium,bibliographic_record,IAST,unknown,insufficient_evidence,edition_of,SVK-2006,CONTEXTUAL_JAIN,MEDIUM,Motilal Banarsidass edition of SVK-2006; same scope basis,LEXICON,Hargovind Das T. Sheth,Svetambara scholarship (sect unknown),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.348701"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.348701"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.348701""}",Motilal Banarsidass edition of SVK-2006; relation_type=edition_of. Cross-edition near-duplicate test case like SVK-1002/1003. :: MLB edition of SVK-2006; relation_type=edition_of; cross-edition near-duplicate test case.,Paia-sadda-mahannavo (MLB edition),DICTIONARY_PRAKRIT,1940,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.348701,UNMEASURED,no,MEDIUM,MEDIUM,HIGH (same work as SVK-2006),UNKNOWN,TRAIN
SVK-2008,Woolner's Introduction To Prakrit (1917),Alfred C. Woolner,unknown,1917,JAIN,UNKNOWN,unknown,English,Latin,https://archive.org/details/IntroductionToPrakritWoolner_bookmarked,https://archive.org/download/IntroductionToPrakritWoolner_bookmarked/,Internet Archive,PDF (bookmarked born-digital),public domain on documented facts,https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner,Author died 1936-01-07; 1917 publication; R25 and R70 both apply.,TRAINING_ALLOWED (R25_LIFE_PLUS_60_EXPIRED),YES,YES,medium,CANDIDATE,PENDING,true,none,none,,,high,bibliographic_record,IAST,unknown,insufficient_evidence,,,CONTEXTUAL_JAIN,MEDIUM,Standard Prakrit grammar; sect-neutral linguistic scholarship,GRAMMAR (Prakrit,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""IntroductionToPrakritWoolner_bookmarked"", ""license_evidence_url"": ""https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/IntroductionToPrakritWoolner_bookmarked""}",Standard English grammar of Prakrit; born-digital bookmarked PDF. Supports segmentation and transliteration validation. :: Born-digital bookmarked PDF; expects a text layer rather than OCR. Standard English grammar of Prakrit.,Introduction to Prakrit,GRAMMAR_PRAKRIT,1936,false,false,false,CURATED,internet_archive,IntroductionToPrakritWoolner_bookmarked,UNMEASURED,no,HIGH,HIGH,LOW,UNKNOWN,TRAIN
SVK-2009,"Introduction To Prakrit, Motilal Banarsidass edition (1928)",Alfred C. Woolner,Motilal Banarsidass,1928,JAIN,UNKNOWN,unknown,English,Latin,https://archive.org/details/in.ernet.dli.2015.65389,https://archive.org/download/in.ernet.dli.2015.65389/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner,Author died 1936-01-07; 1928 publication; R25. DLI scan carries no rights fields.,TRAINING_ALLOWED (R25_LIFE_PLUS_60_EXPIRED),YES,YES,medium,CANDIDATE,PENDING,true,none,none,,,high,bibliographic_record,IAST,unknown,insufficient_evidence,edition_of,SVK-2008,CONTEXTUAL_JAIN,MEDIUM,Revised edition of SVK-2008; same basis,GRAMMAR (Prakrit,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.65389"", ""license_evidence_url"": ""https://en.wikipedia.org/wiki/Alfred_Cooper_Woolner"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.65389""}",Revised edition of SVK-2008; relation_type=edition_of.,Introduction to Prakrit (MLB edition),GRAMMAR_PRAKRIT,1936,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.65389,UNMEASURED,no,MEDIUM,MEDIUM,HIGH (same work as SVK-2008),UNKNOWN,TRAIN
SVK-2010,Jain Sathan Kavasi (1928),Swami Jitmal,unknown,1928,JAIN,STHANAKAVASI,unknown,Gujarati,Gujarati,https://archive.org/details/in.ernet.dli.2015.306075,https://archive.org/download/in.ernet.dli.2015.306075/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/in.ernet.dli.2015.306075,"1928 publication, pre-1930 (R70). Author death year undocumented.",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Indo-Aryan (Modern),,medium,bibliographic_record,,medium,title_and_bibliographic_record,,,CORE_STHANAKAVASI,MEDIUM,Title names the sect directly in period transliteration (Sathan Kavasi); bibliographic corroboration,SECT LITERATURE,Swami Jitmal,unknown,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.306075"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.306075"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.306075""}","Only discovered title that names the Sthanakvasi sect directly (period transliteration 'Sathan Kavasi'), in Gujarati. Sect attribution from title + bibliographic record: medium confidence, never upgraded silently. :: Title names the sect directly in period transliteration; sect_confidence medium on title_and_bibliographic_record basis - never upgraded silently.",Jain Sathan Kavasi (Gujarati),SECT_LITERATURE_GUJARATI,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.306075,UNMEASURED,no,MEDIUM,MEDIUM,LOW,MEDIUM,TRAIN
SVK-2011,Aadhyatm Saar (1913),Yashovijay Upadhyay,unknown,1913,JAIN,UNKNOWN,unknown,Gujarati,Gujarati,https://archive.org/details/in.ernet.dli.2015.306580,https://archive.org/download/in.ernet.dli.2015.306580/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/in.ernet.dli.2015.306580,"1913 publication, pre-1930 (R70). Author death year undocumented.",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Indo-Aryan (Modern),,medium,bibliographic_record,,unknown,insufficient_evidence,,,UNKNOWN,UNKNOWN,Early modern Gujarati Jain prose; sect deliberately not labelled without evidence,PHILOSOPHY (Gujarati),Yashovijay Upadhyay,unknown,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.306580"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.306580"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.306580""}",Early modern Gujarati Jain prose; sect unknown and NOT labelled Sthanakvasi. Gujarati-script retrieval gap filler. :: Early modern Gujarati Jain prose; sect unknown and deliberately not labelled Sthanakvasi.,Adhyatma Sar (Gujarati),PHILOSOPHY_GUJARATI,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.306580,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN
SVK-2012,Navyugno Jain (1921),Tapadiya Girdarlal,unknown,1921,JAIN,UNKNOWN,unknown,Gujarati,Gujarati,https://archive.org/details/in.ernet.dli.2015.306156,https://archive.org/download/in.ernet.dli.2015.306156/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/in.ernet.dli.2015.306156,"1921 publication, pre-1930 (R70).",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Indo-Aryan (Modern),,medium,bibliographic_record,,unknown,insufficient_evidence,,,UNKNOWN,UNKNOWN,Generic modern-era Jain Gujarati; retrieval/background value only,SECONDARY SCHOLARSHIP,Tapadiya Girdarlal,unknown,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.306156"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.306156"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.306156""}",Generic modern-era Jain Gujarati; retrieval/background value only (P3). :: Generic modern-era Jain Gujarati; P3 retrieval/background value.,Navyugano Jain (Gujarati),SECONDARY_SCHOLARSHIP,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.306156,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN
SVK-2013,Jain Dharm Praves Pothi Bhag 1 (1908),unknown,unknown,1908,JAIN,UNKNOWN,unknown,Gujarati,Gujarati,https://archive.org/details/in.ernet.dli.2015.358432,https://archive.org/download/in.ernet.dli.2015.358432/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/in.ernet.dli.2015.358432,"1908 publication, pre-1930 (R70).",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Indo-Aryan (Modern),,medium,bibliographic_record,,unknown,insufficient_evidence,,,UNKNOWN,UNKNOWN,Introductory dharma primer; publisher unknown,EDUCATIONAL,unknown,unknown,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.358432"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.358432"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.358432""}",Earliest Gujarati Jain candidate found this round; introductory dharma primer. :: Earliest Gujarati Jain candidate found this round.,Jain Dharma Pravesh Pothi 1 (Gujarati),INTRODUCTORY_GUJARATI,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.358432,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN
SVK-2014,Jain Sajjhaimala Bhag-4 (1927),Chaganlal Shah,unknown,1927,JAIN,UNKNOWN,unknown,Gujarati,Gujarati,https://archive.org/details/in.ernet.dli.2015.358666,https://archive.org/download/in.ernet.dli.2015.358666/,Internet Archive,DjVuTXT;PDF,public domain on documented facts,https://archive.org/details/in.ernet.dli.2015.358666,"1927 publication, pre-1930 (R70).",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,none,none,Indo-Aryan (Modern),,medium,bibliographic_record,,unknown,insufficient_evidence,,,UNKNOWN,UNKNOWN,Sajjhaya practice literature is Sthanakvasi-adjacent but this edition's sectarian identity is unverified,PRACTICE LITERATURE (sajjhaya),Chaganlal Shah,unknown,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.358666"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.358666"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.358666""}","Sajjhaya practice literature is Sthanakvasi-adjacent, but this edition's sectarian identity is unverified: sect stays unknown with a curation note, never upgraded for convenience. :: Sajjhaya practice literature is Sthanakvasi-adjacent; the edition's sectarian identity is unverified, so sect stays unknown with the evidence recorded.",Jain Sajjhay Mala 4 (Gujarati),PRACTICE_LITERATURE_GUJARATI,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.358666,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,TRAIN
SVK-2015,Sri Avasyaka Sutra Part-i (1928),Bhadrabahu,"Surat, Sheth Devchand Lalbhai Jain Pustakbhandar",1928,JAIN,UNKNOWN,unknown,san,Devanagari,https://archive.org/details/in.ernet.dli.2015.406853,https://archive.org/download/in.ernet.dli.2015.406853/,Internet Archive,DjVuTXT;PDF,none declared,https://archive.org/details/in.ernet.dli.2015.406853,DLI item no rights metadata. 1928 publication pre-1930. Avashyaka Sutra.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,n/a (Sanskrit/Prakrit canonical),none,,,,,,,,,,,,,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.406853"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.406853"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.406853""}",Avashyaka Sutra Part 1 by Bhadrabahu. Covers six obligatory duties (Avashyaka). Pre-1930 publication. Publisher: Surat :: Avashyaka Sutra Part 1 by Bhadrabahu. Publisher: Surat,Sri Avasyaka Sutra Part-i,CANONICAL,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.406853,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN
